path,title,type,audience,disposition,reason
"docs/operations/no-direct-path-usage.md","No Direct Path Usage","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/INDEX.md","Operations Observability Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/operations/observability/acceptance-checklist.md","Observability Acceptance Checklist","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/acceptance-gates.md","Observability Acceptance Gates","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/alerts.md","Alerts Contract","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/compatibility.md","Observability Compatibility","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/dashboard.md","Dashboard Contract","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/debug-overload.md","Debug Overload","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/debug-p99-latency.md","Debug P99 Latency","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/drills.md","Observability Drills","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/error-budget-policy.md","Bijux Atlas Error Budget Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/metric-cardinality-guardrails.md","Metric Cardinality Guardrails","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/metric-ownership.md","Metric Ownership","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/otel-outage-behavior.md","OpenTelemetry Outage Behavior","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/perf-regression-policy.md","Performance Regression Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/performance-baseline.md","Atlas Performance Baseline","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/profiles.md","Observability Profiles","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/runbook-dashboard-alert-map.md","Runbook Dashboard Alert Map","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/slo-critical-metrics.md","SLO-Critical Metrics","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/slo.md","Bijux Atlas SLO","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/startup-warm-cache-strategy.md","Startup Warm-Cache Strategy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/telemetry-compatibility.md","Telemetry Compatibility","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/trace-sampling-policy.md","Trace Sampling Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/observability/tracing.md","Tracing and Correlation","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-acceptance-checklist.md","Ops Acceptance Checklist","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-docs-contract.md","Ops Documentation Contract","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-layout.md","Ops Layout","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-map.md","Ops Map","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-system/INDEX.md","Ops System Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/operations/ops-system/contracts.md","Ops System Contracts","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-system/evidence.md","Ops System Evidence","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-system/gates.md","Ops System Gates","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-system/generators.md","Ops System Generators","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-system/ops-design-defense.md","Ops Design Defense","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-system/ops-docs-consolidation-checklist.md","Ops Docs Consolidation Checklist","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-system/registry.md","Ops System Registry","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/ops-system/schema.md","Ops System Schema","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/performance/INDEX.md","Operations Performance Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/operations/performance/budgets.md","Ops Budgets","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/platform-handover.md","Platform Handover","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/policy-violation-triage.md","Policy Violation Triage","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/production-readiness-checklist.md","Production Readiness Checklist","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/promotion-record.md","Promotion Record","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/commands.md","Command Surface Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/drills.md","Drills Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/evidence-model.md","Evidence Model Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/gates.md","Gates Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/ops-surface.md","Ops Surface Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/pins.md","Pins Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/schema-index.md","Schema Index Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/toolchain.md","Toolchain Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/tools.md","Tools Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/reference/what-breaks-if-removed.md","What Breaks If Removed Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/release-workflows.md","Release Workflows","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/release/lane-guarantees.md","Release Lane Guarantees","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/release/quality-wall.md","Quality Wall","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/retention-and-gc.md","Retention And GC","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/run-locally.md","Run Locally","runbook  ","operator, contributor  ","KEEP","canonical policy or required placeholder/runbook"
"docs/operations/runbook-template.md","Runbook Template","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/INDEX.md","Runbooks Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/operations/runbooks/dataset-corruption.md","Runbook: Dataset Corruption","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/high-memory.md","Runbook: High Memory","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/incident-playbook.md","Runbook: Incident Playbook","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/k8s-perf-chaos.md","Runbook: K8s Perf Chaos","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/load-failure-triage.md","Load Failure Triage","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/memory-profile-under-load.md","Runbook: Memory Profile Under Load","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/pod-churn.md","Pod Churn Runbook","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/profile-under-load.md","Runbook: Profile Under Load","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/registry-federation.md","Runbook: Registry Federation","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/rollback-playbook.md","Runbook: Rollback Playbook","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/slo-cheap-burn.md","SLO Cheap Burn","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/slo-overload-survival.md","SLO Overload Survival","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/slo-registry-refresh-stale.md","SLO Registry Refresh Stale","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/slo-standard-burn.md","SLO Standard Burn","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/slo-store-backend-error-spike.md","SLO Store Backend Error Spike","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/store-outage.md","Runbook: Store Outage","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/runbooks/traffic-spike.md","Traffic Spike Runbook","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/security/INDEX.md","Operations Security Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/operations/security/advisories/INDEX.md","Security Advisories Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/operations/security/advisory-process.md","Security Advisory Publication Workflow","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/security/security-posture.md","Atlas Security Posture","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/BASELINE_UPDATE_POLICY.md","SLO Baseline Update Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/CHANGELOG.md","SLO Changelog","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/CHANGE_POLICY.md","SLO Change Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/GLOSSARY.md","SLI/SLO/SLA Glossary","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/INDEX.md","SLO Contract Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/operations/slo/NON_GOALS.md","Non-goals","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/RELEASE_GATE.md","SLO Release Gate","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/SCOPE.md","SLO Scope","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/SLA_DECISION_ADR_TEMPLATE.md","ADR Template: SLA Decision","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/SLA_EXCLUSIONS_PLANNED.md","SLA Exclusions (Planned)","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/SLA_POLICY.md","SLA Policy (v1)","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/SLIS.md","SLIs (v1)","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/SLOS.md","SLO Targets (v1)","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/WHAT_WE_DONT_MEASURE_YET.md","What We Do Not Measure Yet","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/slo/WHY_THESE_SLIS.md","Why These SLIs","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/operations/unified-report.md","Unified Report","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/ownership.md","Documentation Ownership","unspecified","unspecified","KEEP","reader spine or root governance control"
"docs/policies/checks.md","Policies Checks Contract","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/compatibility-promise.md","Compatibility Promise","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/diffs-v1.md","Diffs v1","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/immutability-and-aliases.md","Immutability And Aliases","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/index.md","Product","concept  ","unspecified","KEEP","canonical section entrypoint"
"docs/product/non-goals.md","Non Goals","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/release-contract-checklist.md","Release Contract Checklist","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/sequence-threat-model.md","Sequence Endpoint Threat Model","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/sequence-v1.md","Sequence v1","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/slo-targets.md","SLO Targets","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/transcripts-v1.md","Transcripts v1","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/user-stories.md","Queries That Matter","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/product/what-is-bijux-atlas.md","What Is Bijux Atlas","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/quickstart/INDEX.md","Quickstart Index","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/quickstart/client-sdk-examples.md","Client SDK Examples (Pinned OpenAPI v1)","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/quickstart/local-cluster-setup.md","Local Cluster Setup","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/quickstart/ops-local-full.md","Ops Local Full Quickstart","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/reference/commands.md","Commands Reference","reference  ","unspecified","KEEP","canonical policy or required placeholder/runbook"
"docs/reference/compatibility/INDEX.md","Compatibility Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/compatibility/bijux-dna-atlas.md","bijux-dna Atlas Compatibility","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/compatibility/cross-project-compatibility-policy.md","Cross-Project Compatibility Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/compatibility/json-wire-compatibility.md","JSON Compatibility Rules","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/compatibility/umbrella-atlas-matrix.md","Compatibility Matrix: bijux Umbrella <-> bijux-atlas","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/configs.md","Configs Reference","reference  ","unspecified","KEEP","canonical policy or required placeholder/runbook"
"docs/reference/datasets/INDEX.md","Datasets Reference Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/datasets/lifecycle.md","Dataset Lifecycle","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/datasets/mirroring.md","Dataset Mirroring","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/datasets/offline-mode.md","Offline Mode","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/datasets/promotion.md","Dataset Promotion","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/datasets/rollback.md","Dataset Rollback","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/errors.md","Errors Reference","reference  ","unspecified","KEEP","canonical policy or required placeholder/runbook"
"docs/reference/evolution/INDEX.md","Reference Evolution Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/evolution/api-versioning.md","API Versioning","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/evolution/release-diffs.md","Release Diffs","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/evolution/roadmap.md","Evolution Roadmap","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/evolution/sharding.md","Sharding Evolution: Monolith To Shards","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/fixtures/INDEX.md","Reference Fixtures Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/fixtures/medium-fixture.md","Medium Fixture (Non-CI)","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/fixtures/real-datasets.md","Realistic Public Sample Datasets","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/index.md","Reference","reference  ","unspecified","KEEP","canonical section entrypoint"
"docs/reference/ingestion/INDEX.md","Ingestion Reference Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/ingestion/determinism.md","Determinism","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/ingestion/parser-semantics.md","Parser Semantics","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/ingestion/qc-report-schema.md","QC Report Schema","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/ingestion/supported-layouts.md","Supported Layouts","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/make-targets.md","Make Targets Reference","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/performance/INDEX.md","Performance Reference Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/performance/bulkheads.md","Bulkheads","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/performance/caching-model.md","Caching Model","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/performance/p99-strategy.md","p99 Strategy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/performance/perf-regression-policy.md","Perf Regression Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/performance/profiling.md","Profiling","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/performance/query-benchmarks.md","Query Benchmarks","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/performance/redis.md","Redis Evaluation","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/querying/INDEX.md","Querying Reference Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/querying/cost-estimator.md","Cost Estimator","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/querying/filters.md","Filters","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/querying/ordering.md","Ordering","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/querying/pagination.md","Pagination","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/querying/sharding.md","Sharding Behavior","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/INDEX.md","Registry Reference Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/registry/config-schema-versioning.md","Bijux Config Schema Versioning","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/conflict-resolution.md","Conflict Resolution","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/deprecation-policy.md","Bijux Deprecation Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/deterministic-merge.md","Deterministic Merge","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/error-code-registry.md","Error Code Registry","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/federation-semantics.md","Federation Semantics","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/latest-release-alias-policy.md","Latest Release Alias Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/long-term-maintenance-policy.md","Bijux Long-Term Maintenance Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/no-dna-dependency-policy.md","No DNA Dependency Policy For Atlas","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/plugin-versioning-and-release-independence.md","Plugin Versioning And Release Independence","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/security-response-coordination.md","Security Response Coordination","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/registry/shared-core-extraction.md","Shared Core Extraction","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/repo-map.md","Repository Map","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/schemas.md","Schemas Reference","reference  ","unspecified","KEEP","canonical policy or required placeholder/runbook"
"docs/reference/science/INDEX.md","Reference Science Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/science/gene-summary-semantics.md","Gene Summary Semantics","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/science/transcript-semantics.md","Transcript Semantics","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/security/INDEX.md","Security Reference Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/security/auth-hmac.md","Auth And HMAC Options","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/security/limits.md","Limits","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/security/ssrf.md","SSRF Controls","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/security/threat-model.md","Threat Model","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/INDEX.md","Store Reference Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/reference/store/backends.md","Backends","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/dataset-lifecycle.md","Dataset Lifecycle","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/etag-caching.md","ETag Caching","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/fixtures-policy.md","Fixture Policy","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/immutability-guarantee.md","Immutability Guarantee","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/ingestion-purity-rule.md","Ingestion Purity Rule","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/integrity-model.md","Integrity Model","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/logging-and-tracing.md","Bijux Logging And Tracing Standard","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/metrics-conventions.md","Bijux Metrics Naming Conventions","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/reference/store/no-implicit-default-dataset.md","No Implicit Default Dataset","unspecified","unspecified","MERGE","consolidate into canonical section pages"
"docs/release/INDEX.md","Release Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/root/ARCHITECTURE_OVERVIEW.md","Architecture Overview","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/BUILD_OUTPUTS_REFERENCE.md","Build Outputs Reference","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/CI_WORKFLOW_EXPLANATION.md","CI Workflow Explanation","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/COMMANDS_REFERENCE.md","Commands Reference","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/COMMAND_INDEX.md","Command Index","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/COMPATIBILITY_POLICY.md","Compatibility Policy","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/CONFIGS_OVERVIEW.md","Configs Overview","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/CONTRIBUTION_MODEL.md","Contribution Model","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/CONTROL_PLANE_OVERVIEW.md","Control Plane Overview","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/CRATE_INDEX.md","Crate Index","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/DEVELOPER_WORKFLOW_QUICKSTART.md","Developer Workflow Quickstart","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/DIAGRAM_ALT_TEXT_POLICY.md","Diagram Alt Text Policy","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/DOCKER_OVERVIEW.md","Docker Overview","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/DOCS_PHILOSOPHY.md","Documentation Philosophy","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/FAQ.md","FAQ","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/GLOSSARY.md","Glossary","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/GLOSSARY_CROSSLINKS.md","Glossary Crosslinks","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/INDEX.md","Root Documentation Map","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/LICENSE_EXPLANATION.md","License Explanation","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/MAKEFILES_OVERVIEW.md","Makefiles Overview","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/NAVIGATION_POLICY.md","Navigation Policy","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/OBSERVABILITY_OVERVIEW.md","Observability Overview","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/OPS_OVERVIEW.md","Ops Overview","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/PERFORMANCE_PHILOSOPHY.md","Performance Philosophy","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/PERSONA_DEVELOPER.md","Developer Entrypoint","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/PERSONA_OPERATOR.md","Operator Entrypoint","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/RELEASE_PROCESS_OVERVIEW.md","Release Process Overview","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/REPOSITORY_STRUCTURE.md","Repository Structure","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/REPRODUCIBILITY_GUARANTEES.md","Reproducibility Guarantees","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/SCHEMA_INDEX.md","Schema Index","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/SECURITY_MODEL.md","Security Model","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/STABILITY_GUARANTEES.md","Stability Guarantees","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/START_HERE.md","Start Here","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/root/TERMINOLOGY_RULES.md","Terminology Consistency Rules","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/science/INDEX.md","Science Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/security/INDEX.md","Security Index","unspecified","unspecified","MERGE","replace uppercase index with lowercase index.md where retained"
"docs/start-here.md","Start Here","guide  ","user, operator, contributor  ","KEEP","reader spine or root governance control"
"docs/start/INDEX.md","Start Index","unspecified","unspecified","DELETE","legacy mirror or superseded entrypoint group"
"docs/style.md","Documentation Style Guide","policy  ","unspecified","KEEP","reader spine or root governance control"
"docs/taxonomy-map.md","Docs Taxonomy Map","unspecified","unspecified","DELETE","redundant root narrative or metadata duplication"
